Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
498,Klay Thompson,SF,33,GSW,77,63,2284,490,1133,0.432,268,692,0.387,222,441,0.503,0.551,127,137,0.927,35,219,254,176,50,35,117,127,1375,thompkl01
499,Tristan Thompson,C,32,CLE,49,0,549,73,120,0.608,0,1,0,73,119,0.613,0.608,15,52,0.288,73,101,174,51,12,14,29,59,161,thomptr01
500,JT Thor,PF,21,CHO,63,3,781,80,183,0.437,28,81,0.346,52,102,0.51,0.514,11,20,0.55,43,103,146,29,11,27,15,60,199,thorjt01
501,Matisse Thybulle,SF,26,POR,65,19,1487,126,317,0.397,80,231,0.346,46,86,0.535,0.524,22,29,0.759,30,106,136,90,113,49,40,93,354,thybuma01
502,Xavier Tillman Sr.,C-PF,25,TOT,54,15,974,121,279,0.434,20,81,0.247,101,198,0.51,0.47,22,50,0.44,70,141,211,77,51,44,34,75,284,tillmxa01
502,Xavier Tillman Sr.,C,25,MEM,34,13,700,87,213,0.408,12,53,0.226,75,160,0.469,0.437,18,43,0.419,56,101,157,57,42,35,29,60,204,tillmxa01
502,Xavier Tillman Sr.,PF,25,BOS,20,2,274,34,66,0.515,8,28,0.286,26,38,0.684,0.576,4,7,0.571,14,40,54,20,9,9,5,15,80,tillmxa01
503,Jacob Toppin,SF,23,NYK,9,0,38,5,9,0.556,1,4,0.25,4,5,0.8,0.611,2,2,1,3,4,7,3,0,1,1,3,13,toppija01
504,Obi Toppin,PF,25,IND,82,28,1730,332,579,0.573,102,253,0.403,230,326,0.706,0.661,77,100,0.77,85,235,320,128,47,43,69,143,843,toppiob01
505,Juan Toscano-Anderson,SF,30,SAC,11,0,53,3,12,0.25,1,4,0.25,2,8,0.25,0.292,0,0,,4,10,14,4,1,1,2,11,7,toscaju01
506,Karl-Anthony Towns,PF,28,MIN,62,62,2026,479,951,0.504,136,327,0.416,343,624,0.55,0.575,255,292,0.873,94,421,515,189,43,41,177,204,1349,townska01
507,Gary Trent Jr.,SG,25,TOR,71,41,1994,361,847,0.426,178,453,0.393,183,394,0.464,0.531,74,96,0.771,25,163,188,119,77,10,47,96,974,trentga02
508,Oscar Tshiebwe,PF,24,IND,8,0,42,10,20,0.5,0,0,,10,20,0.5,0.5,6,8,0.75,8,8,16,2,2,1,0,3,26,tshieos01
509,P.J. Tucker,PF,38,TOT,31,10,486,18,50,0.36,13,35,0.371,5,15,0.333,0.49,3,3,1,28,57,85,16,16,7,8,54,52,tuckepj01
509,P.J. Tucker,PF,38,PHI,3,3,66,2,5,0.4,2,5,0.4,0,0,,0.6,0,0,,1,13,14,0,3,2,2,9,6,tuckepj01
509,P.J. Tucker,PF,38,LAC,28,7,420,16,45,0.356,11,30,0.367,5,15,0.333,0.478,3,3,1,27,44,71,16,13,5,6,45,46,tuckepj01
510,Myles Turner,C,27,IND,77,77,2076,476,909,0.524,116,324,0.358,360,585,0.615,0.587,245,317,0.773,113,420,533,100,39,144,109,232,1313,turnemy01
511,Hunter Tyson,PF,23,DEN,18,0,48,8,20,0.4,4,14,0.286,4,6,0.667,0.5,0,0,,1,8,9,2,1,0,2,10,20,tysonhu01
512,Stanley Umude,SG,24,DET,24,2,307,37,84,0.44,24,53,0.453,13,31,0.419,0.583,29,32,0.906,8,43,51,11,8,7,14,40,127,umudest01
513,Jonas Valančiūnas,C,31,NOP,82,82,1925,402,719,0.559,37,120,0.308,365,599,0.609,0.585,161,205,0.785,186,535,721,173,32,68,111,218,1002,valanjo01
514,Jarred Vanderbilt,PF,24,LAL,29,6,581,59,114,0.518,8,27,0.296,51,87,0.586,0.553,24,36,0.667,41,97,138,36,36,5,28,43,150,vandeja01
515,Fred VanVleet,PG,29,HOU,73,73,2684,423,1018,0.416,227,586,0.387,196,432,0.454,0.527,197,229,0.86,33,245,278,589,101,59,126,183,1270,vanvlfr01
516,Devin Vassell,SG,23,SAS,68,62,2248,498,1056,0.472,166,446,0.372,332,610,0.544,0.55,161,201,0.801,27,234,261,277,73,23,108,74,1323,vassede01
517,Sasha Vezenkov,PF,28,SAC,42,0,511,84,191,0.44,45,120,0.375,39,71,0.549,0.558,12,15,0.8,30,66,96,19,20,7,12,42,225,vezenal01
518,Gabe Vincent,PG,27,LAL,11,0,218,15,49,0.306,3,28,0.107,12,21,0.571,0.337,1,2,0.5,4,5,9,21,9,0,5,19,34,vincega01
519,Nikola Vučević,C,33,CHI,76,74,2610,586,1211,0.484,92,313,0.294,494,898,0.55,0.522,106,129,0.822,210,591,801,254,50,60,120,190,1370,vucevni01
520,Tristan Vukcevic,C,20,WAS,10,4,153,29,67,0.433,10,36,0.278,19,31,0.613,0.507,17,22,0.773,6,30,36,13,5,7,10,28,85,vukcetr01
521,Dean Wade,PF,27,CLE,54,32,1108,96,232,0.414,79,202,0.391,17,30,0.567,0.584,20,26,0.769,37,181,218,43,40,25,20,93,291,wadede01
522,Franz Wagner,SF,22,ORL,72,72,2337,528,1096,0.482,94,334,0.281,434,762,0.57,0.525,271,319,0.85,72,309,381,269,76,28,137,168,1421,wagnefr01
523,Moritz Wagner,C,26,ORL,80,1,1415,332,552,0.601,38,115,0.33,294,437,0.673,0.636,166,204,0.814,117,230,347,96,39,21,97,160,868,wagnemo01
524,Ish Wainright,SF,29,TOT,11,0,62,7,24,0.292,7,20,0.35,0,4,0,0.438,2,2,1,3,11,14,1,4,1,2,8,23,wainris01
524,Ish Wainright,SF,29,POR,7,0,46,6,18,0.333,6,16,0.375,0,2,0,0.5,2,2,1,0,9,9,0,2,1,1,4,20,wainris01
524,Ish Wainright,SF,29,PHO,4,0,16,1,6,0.167,1,4,0.25,0,2,0,0.25,0,0,,3,2,5,1,2,0,1,4,3,wainris01
525,Jabari Walker,SF,21,POR,72,23,1700,234,509,0.46,41,139,0.295,193,370,0.522,0.5,129,171,0.754,151,357,508,71,42,22,66,173,638,walkeja01
526,Jarace Walker,PF,20,IND,33,0,340,45,110,0.409,22,55,0.4,23,55,0.418,0.509,8,9,0.889,12,51,63,40,15,11,17,29,120,walkeja02
527,Lonnie Walker IV,SG,25,BRK,58,0,1011,208,492,0.423,104,271,0.384,104,221,0.471,0.528,45,59,0.763,13,114,127,74,32,20,51,71,565,walkelo01
528,Cason Wallace,SG,20,OKC,82,13,1692,217,442,0.491,98,234,0.419,119,208,0.572,0.602,29,37,0.784,52,135,187,120,76,37,45,129,561,wallaca01
529,Jordan Walsh,SF,19,BOS,9,1,83,6,15,0.4,2,9,0.222,4,6,0.667,0.467,1,2,0.5,5,15,20,5,5,1,3,11,15,walshjo01
530,T.J. Warren,SF,30,MIN,11,0,125,18,41,0.439,2,13,0.154,16,28,0.571,0.463,3,4,0.75,5,17,22,9,4,1,4,11,41,warretj01
531,P.J. Washington,PF,25,TOT,73,45,2221,354,811,0.436,132,413,0.32,222,398,0.558,0.518,99,145,0.683,85,326,411,141,72,59,96,169,939,washipj01
531,P.J. Washington,PF,25,CHO,44,17,1286,227,509,0.446,79,244,0.324,148,265,0.558,0.524,67,94,0.713,53,179,232,97,38,32,66,112,600,washipj01
531,P.J. Washington,PF,25,DAL,29,28,935,127,302,0.421,53,169,0.314,74,133,0.556,0.508,32,51,0.627,32,147,179,44,34,27,30,57,339,washipj01
532,TyTy Washington Jr.,PG,22,MIL,11,0,56,6,20,0.3,2,6,0.333,4,14,0.286,0.35,0,0,,1,4,5,5,3,0,2,1,14,washity02
533,Yuta Watanabe,SF,29,TOT,34,0,464,41,116,0.353,25,85,0.294,16,31,0.516,0.461,10,17,0.588,11,43,54,15,12,7,19,39,117,watanyu01
533,Yuta Watanabe,SF,29,PHO,29,0,382,35,97,0.361,24,75,0.32,11,22,0.5,0.485,10,15,0.667,11,34,45,10,9,7,16,34,104,watanyu01
533,Yuta Watanabe,SF,29,MEM,5,0,82,6,19,0.316,1,10,0.1,5,9,0.556,0.342,0,2,0,0,9,9,5,3,0,3,5,13,watanyu01
534,Lindy Waters III,SG,26,OKC,38,0,280,49,104,0.471,37,85,0.435,12,19,0.632,0.649,2,2,1,7,33,40,24,5,7,7,23,137,waterli01
535,Trendon Watford,PF,23,BRK,63,2,856,164,311,0.527,27,68,0.397,137,243,0.564,0.571,77,97,0.794,52,142,194,81,23,19,63,106,432,watfotr01
536,Peyton Watson,SF,21,DEN,80,4,1488,208,447,0.465,45,152,0.296,163,295,0.553,0.516,71,106,0.67,56,202,258,86,42,88,58,143,532,watsope01
537,Victor Wembanyama,C,20,SAS,71,71,2106,551,1186,0.465,128,394,0.325,423,792,0.534,0.519,292,367,0.796,161,594,755,274,88,254,260,153,1522,wembavi01
538,Blake Wesley,SG,20,SAS,61,3,876,102,215,0.474,12,55,0.218,90,160,0.563,0.502,52,78,0.667,18,76,94,166,29,9,55,89,268,weslebl01
539,Russell Westbrook,PG,35,LAC,68,11,1529,301,663,0.454,42,154,0.273,259,509,0.509,0.486,110,160,0.688,93,250,343,306,74,23,144,121,754,westbru01
540,Coby White,PG,23,CHI,79,78,2881,541,1209,0.447,209,556,0.376,332,653,0.508,0.534,218,260,0.838,44,314,358,405,53,18,166,186,1509,whiteco01
541,Derrick White,SG,29,BOS,73,73,2381,387,839,0.461,196,495,0.396,191,344,0.555,0.578,137,152,0.901,51,259,310,377,74,87,112,152,1107,whitede01
542,Jack White,SF,26,MEM,4,0,64,2,16,0.125,2,10,0.2,0,6,0,0.188,0,0,,4,8,12,1,4,1,2,3,6,whiteja03
543,Cam Whitmore,SF,19,HOU,47,2,880,212,467,0.454,79,220,0.359,133,247,0.538,0.539,76,112,0.679,44,136,180,33,30,17,46,64,579,whitmca01
544,Aaron Wiggins,SG,25,OKC,78,4,1228,212,377,0.562,62,126,0.492,150,251,0.598,0.645,56,71,0.789,60,126,186,86,56,19,56,91,542,wiggiaa01
545,Andrew Wiggins,SF,28,GSW,71,59,1920,353,780,0.453,91,254,0.358,262,526,0.498,0.511,142,189,0.751,108,213,321,119,42,41,87,147,939,wiggian01
546,Lindell Wigginton,PG,25,MIL,3,0,8,2,5,0.4,0,2,0,2,3,0.667,0.4,2,2,1,0,0,0,0,0,0,1,1,6,wiggili01
547,Alondes Williams,SG,24,MIA,7,0,16,2,8,0.25,0,4,0,2,4,0.5,0.25,1,1,1,0,1,1,0,0,1,2,2,5,willial06
548,Brandon Williams,PG,24,DAL,17,0,113,20,54,0.37,3,15,0.2,17,39,0.436,0.398,11,17,0.647,4,9,13,17,1,1,7,4,54,willibr03
549,Grant Williams,PF,25,TOT,76,43,2130,276,605,0.456,126,336,0.375,150,269,0.558,0.56,106,140,0.757,86,232,318,174,44,39,109,226,784,willigr01
549,Grant Williams,PF,25,DAL,47,33,1242,131,317,0.413,79,210,0.376,52,107,0.486,0.538,41,55,0.745,46,123,169,81,24,27,53,137,382,willigr01
549,Grant Williams,PF,25,CHO,29,10,888,145,288,0.503,47,126,0.373,98,162,0.605,0.585,65,85,0.765,40,109,149,93,20,12,56,89,402,willigr01
550,Jalen Williams,PF,22,OKC,71,71,2223,536,993,0.54,103,241,0.427,433,752,0.576,0.592,180,221,0.814,37,245,282,322,80,45,123,175,1355,willija06
551,Jaylin Williams,C,21,OKC,69,1,897,95,228,0.417,53,144,0.368,42,84,0.5,0.533,33,41,0.805,36,198,234,110,28,27,34,98,276,willija07
552,Jeenathan Williams,SG,24,HOU,22,0,129,27,50,0.54,2,5,0.4,25,45,0.556,0.56,7,13,0.538,12,11,23,7,4,1,4,10,63,willije02
553,Kenrich Williams,PF,29,OKC,69,1,1029,131,280,0.468,56,141,0.397,75,139,0.54,0.568,7,14,0.5,61,148,209,93,38,9,32,101,325,willike04
554,Malik Williams,C,25,TOR,7,2,107,9,34,0.265,1,5,0.2,8,29,0.276,0.279,0,2,0,15,23,38,2,3,4,3,15,19,willima11
555,Mark Williams,C,22,CHO,19,19,508,98,151,0.649,0,0,,98,151,0.649,0.649,46,64,0.719,76,108,184,22,16,20,17,50,242,willima07
556,Patrick Williams,PF,22,CHI,43,30,1174,159,359,0.443,59,148,0.399,100,211,0.474,0.525,52,66,0.788,46,120,166,66,40,33,57,87,429,willipa01
557,Robert Williams,C,26,POR,6,0,119,17,26,0.654,0,0,,17,26,0.654,0.654,7,9,0.778,11,27,38,5,7,7,7,17,41,williro04
558,Vince Williams Jr.,SG,23,MEM,52,33,1436,169,379,0.446,79,209,0.378,90,170,0.529,0.55,104,130,0.8,59,231,290,175,47,34,92,135,521,willivi01
559,Ziaire Williams,SF,22,MEM,51,15,1038,150,378,0.397,58,189,0.307,92,189,0.487,0.474,62,75,0.827,35,145,180,75,36,9,66,85,420,willizi02
560,Zion Williamson,PF,23,NOP,70,70,2207,624,1094,0.57,6,18,0.333,618,1076,0.574,0.573,347,494,0.702,122,284,406,352,77,47,193,159,1601,willizi01
561,D.J. Wilson,PF,27,PHI,2,0,15,4,6,0.667,2,2,1,2,4,0.5,0.833,0,0,,1,1,2,2,0,2,0,1,10,wilsodj01
562,Jalen Wilson,PF,23,BRK,43,3,664,76,179,0.425,24,74,0.324,52,105,0.495,0.492,38,46,0.826,47,84,131,45,11,4,19,48,214,wilsoja03
563,Dylan Windler,SF,27,TOT,17,0,108,15,30,0.5,13,27,0.481,2,3,0.667,0.717,0,0,,3,13,16,10,2,0,2,6,43,windldy01
563,Dylan Windler,SF,27,NYK,3,0,7,1,2,0.5,1,2,0.5,0,0,,0.75,0,0,,0,1,1,1,0,0,0,1,3,windldy01
563,Dylan Windler,SF,27,LAL,8,0,28,4,9,0.444,4,8,0.5,0,1,0,0.667,0,0,,0,3,3,6,0,0,0,2,12,windldy01
563,Dylan Windler,SF,27,ATL,6,0,73,10,19,0.526,8,17,0.471,2,2,1,0.737,0,0,,3,9,12,3,2,0,2,3,28,windldy01
564,James Wiseman,C,22,DET,63,6,1091,187,305,0.613,0,2,0,187,303,0.617,0.613,72,102,0.706,110,226,336,54,12,39,66,141,446,wisemja01
565,Isaiah Wong,SG,23,IND,1,0,4,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0,0,0,0,0,0,0,0,2,wongis01
566,Christian Wood,PF,28,LAL,50,1,872,123,264,0.466,35,114,0.307,88,150,0.587,0.532,66,94,0.702,39,215,254,49,16,33,50,72,347,woodch01
567,Delon Wright,PG,31,TOT,47,1,742,74,188,0.394,25,68,0.368,49,120,0.408,0.46,37,45,0.822,19,67,86,119,54,11,14,32,210,wrighde01
567,Delon Wright,PG,31,WAS,33,0,456,48,122,0.393,14,38,0.368,34,84,0.405,0.451,24,29,0.828,13,46,59,82,35,8,11,22,134,wrighde01
567,Delon Wright,PG,31,MIA,14,1,286,26,66,0.394,11,30,0.367,15,36,0.417,0.477,13,16,0.813,6,21,27,37,19,3,3,10,76,wrighde01
568,Thaddeus Young,PF,35,TOT,33,6,439,65,108,0.602,1,7,0.143,64,101,0.634,0.606,6,15,0.4,46,57,103,57,23,5,15,49,137,youngth01
568,Thaddeus Young,PF,35,TOR,23,6,350,54,87,0.621,1,6,0.167,53,81,0.654,0.626,5,12,0.417,29,46,75,50,18,3,11,38,114,youngth01
568,Thaddeus Young,PF,35,PHO,10,0,89,11,21,0.524,0,1,0,11,20,0.55,0.524,1,3,0.333,17,11,28,7,5,2,4,11,23,youngth01
569,Trae Young,PG,25,ATL,54,54,1942,433,1008,0.43,175,469,0.373,258,539,0.479,0.516,348,407,0.855,23,126,149,583,72,11,235,109,1389,youngtr01
570,Omer Yurtseven,C,25,UTA,48,12,545,99,184,0.538,5,24,0.208,94,160,0.588,0.552,19,28,0.679,72,136,208,29,8,18,37,52,222,yurtsom01
571,Cody Zeller,C,31,NOP,43,0,320,26,62,0.419,1,3,0.333,25,59,0.424,0.427,23,38,0.605,48,64,112,39,9,5,16,45,76,zelleco01
572,Ivica Zubac,C,26,LAC,68,68,1794,337,519,0.649,0,0,,337,519,0.649,0.649,120,166,0.723,196,430,626,93,22,83,79,180,794,zubaciv0
